work_year,experience_level,employment_type,job_title,salary_currency,employee_residence,remote_ratio,company_location,company_size
2021,SE,FT,Data Science Manager,USD,AR,100,JP,M
2023,SE,FT,AI Engineer,USD,IN,0,IN,M
2021,EN,FT,Data Architect,USD,PL,0,IN,M
2023,SE,FT,Lead Data Scientist,USD,US,0,US,S
2022,MI,FT,Quantitative Analyst,USD,KR,0,KR,M
2021,SE,FT,Data Engineer,USD,AU,0,AU,M
2023,SE,FT,NLP Engineer,USD,IT,0,AU,L
2022,SE,FT,Data Engineer,USD,CZ,100,US,M
2022,SE,PT,Machine Learning Engineer,USD,SG,100,SG,L
2023,SE,FT,AI Engineer,USD,CA,100,CA,M
2021,EN,FT,Data Analyst,USD,PL,0,PL,M
2023,MI,FT,AI Engineer,USD,AR,100,AR,M
2023,EN,FT,AI Researcher,USD,IT,0,IT,M
2022,MI,FT,Head of Data,USD,ES,0,ES,L
2023,MI,FT,Machine Learning Engineer,USD,IN,100,IN,M
2023,EN,FT,Data Engineer,USD,IN,100,IN,M
2023,SE,FT,Data Scientist,USD,US,0,US,M
2022,EN,FT,Machine Learning Engineer,USD,IT,100,PT,M
2022,EN,FT,Data Consultant,USD,US,100,US,L
2023,EN,FT,Research Scientist,USD,TR,100,CA,M
2022,MI,FT,Data Engineer,USD,AE,0,US,M
2021,MI,FT,Data Scientist,USD,AE,50,AE,L
2022,EN,FT,Data Scientist,USD,US,100,US,M
2022,MI,FT,Quantitative Analyst,USD,AR,0,AR,M
2023,SE,FT,Data Scientist,USD,PL,50,PL,M
2023,MI,FT,Applied Scientist,USD,FR,100,FR,M
2023,SE,FT,Data Engineer,USD,PL,100,PL,M
2022,EN,FT,Quantitative Analyst,USD,AR,100,AR,L
2023,EN,FT,Data Architect,USD,DE,0,DE,M
2023,SE,FT,Analytics Engineer,USD,GB,0,GB,M
2022,EN,FT,Machine Learning Engineer,USD,AU,100,AU,L
2022,SE,FT,Data Product Manager,USD,NZ,0,NZ,M
2023,EN,FT,Data Analyst,USD,DE,0,NL,L
2023,SE,FT,BI Analyst,USD,GB,100,GB,M
2023,SE,FT,Data Engineer,USD,US,100,US,L
2022,SE,FT,Data Engineer,USD,ES,100,ES,L
2023,SE,FT,Machine Learning Engineer,USD,NL,0,NL,M
2023,SE,FT,Data Scientist,USD,KR,0,KR,M
2022,MI,FT,Data Engineer,USD,SG,100,CA,L
2023,EN,FT,Decision Scientist,USD,US,100,US,L
2022,SE,FT,Data Analyst,USD,FR,50,FR,L
2022,SE,FT,Data Engineer,USD,US,100,US,M
2023,EN,FT,Data Product Manager,USD,TR,0,NL,L
2023,MI,FT,Data Scientist,USD,US,0,US,L
2021,SE,FT,Data Analyst,USD,CA,0,CA,L
2022,EN,FT,Data Specialist,USD,AR,100,AR,M
2023,SE,FT,Data Governance Analyst,USD,DK,0,IE,M
2023,SE,FT,Data Product Manager,USD,IE,0,IE,M
2022,SE,FT,Head of Data,USD,DK,50,CA,M
2022,EX,FT,Data Scientist,USD,AR,0,PL,L
2023,MI,FT,Data Analyst,USD,DE,100,DE,M
2023,MI,FT,BI Analyst,USD,NZ,100,US,L
2022,EN,FT,Data Consultant,USD,PT,100,PT,M
2023,EN,FT,Data Architect,USD,IE,0,SE,M
2023,EN,FT,Data Scientist,USD,NZ,100,NZ,L
2023,SE,FT,Head of Data,USD,PT,100,FR,M
2022,SE,FT,Lead Data Scientist,USD,CA,0,BR,M
2023,SE,FT,Data Scientist,USD,US,100,US,L
2022,SE,FT,Data Analyst,USD,AR,0,AR,L
2023,EN,FT,ML Ops Engineer,USD,PL,100,BR,M
2023,MI,FT,Data Architect,USD,IN,0,IN,M
2023,SE,FT,Data Scientist,USD,JP,0,JP,M
2023,SE,FT,Data Scientist,USD,CA,0,CA,M
2022,MI,FT,Data Engineer,USD,IN,100,IN,M
2023,SE,FT,Analytics Engineer,USD,CH,0,CH,L
2023,SE,FT,Quantitative Analyst,USD,CA,0,CA,M
2023,MI,FT,Data Scientist,USD,GR,50,US,M
2022,SE,FT,ML Engineer,USD,NL,0,NL,L
2022,MI,FT,Statistician,USD,US,0,US,M
2023,MI,FT,Data Engineer,USD,PT,100,PT,M
2023,MI,FT,Big Data Engineer,USD,BR,0,BR,M
2023,MI,FT,Data Scientist,USD,JP,0,JP,M
2023,EN,FT,Data Engineer,USD,US,100,US,S
2023,SE,FT,Data Analyst,USD,DE,100,DE,M
2023,SE,FT,Data Product Manager,USD,TR,0,SG,S
2023,SE,FT,Data Science Manager,USD,NL,100,US,M
2023,MI,FT,Data Specialist,USD,BR,0,BR,M
2023,SE,FT,Analytics Engineer,USD,NL,0,NL,L
2023,MI,FT,Data Architect,USD,GB,0,GB,M
2023,MI,FT,Analytics Engineer,USD,BR,0,BR,M
2023,EN,FT,Data Engineer,USD,DE,100,DE,M
2023,SE,FT,Machine Learning Engineer,USD,NZ,50,US,S
2022,MI,FT,Data Architect,USD,CA,100,CA,M
2023,SE,FT,Data Analyst,USD,IT,0,IT,M
2022,MI,FT,Data Product Manager,USD,IN,0,IN,M
2022,SE,FT,Business Intelligence Engineer,USD,IN,0,IN,M
2021,MI,FT,Quantitative Analyst,USD,PT,0,PT,M
2023,MI,FT,Data Analyst,USD,SG,100,GB,M
2022,MI,FT,ML Ops Engineer,USD,ES,100,ES,M
2023,EN,FT,Data Analyst,USD,GB,0,IN,M
2021,MI,FT,Applied Scientist,USD,KR,100,KR,M
2023,EX,FT,Data Architect,USD,US,0,US,L
2023,SE,FT,AI Engineer,USD,DE,100,DE,M
2023,EN,FT,Computer Vision Engineer,USD,IN,0,IN,M
2022,MI,FT,Data Architect,USD,US,0,US,M
2022,MI,FT,Data Engineer,USD,IN,100,IN,M
2022,EX,PT,Machine Learning Engineer,USD,DK,0,CH,S
2022,MI,FT,Data Analyst,USD,PL,100,AU,L
2023,SE,FT,Statistician,USD,NO,0,PL,M
2022,MI,FT,Data Scientist,USD,AR,0,AR,M
2023,SE,FT,Data Scientist,USD,TR,0,TR,M
2022,SE,FT,Research Scientist,USD,MX,0,MX,M
2023,EN,FT,Data Engineer,USD,FR,0,FR,M
2022,EX,FT,Big Data Engineer,USD,GR,0,GR,M
2022,EN,FT,Data Engineer,USD,KR,0,KR,L
2023,SE,FT,Data Engineer,USD,CZ,50,US,M
2022,EX,FT,Data Scientist,USD,JP,0,JP,M
2022,MI,FT,Data Engineer,USD,SE,0,SE,M
2023,SE,FT,Data Analyst,USD,IN,100,IN,M
2023,SE,FT,Data Engineer,USD,IT,100,IT,M
2022,MI,FT,AI Engineer,USD,IT,0,IT,L
2022,SE,FT,Computer Vision Engineer,USD,US,100,DK,M
2023,SE,FT,Data Science Manager,USD,NO,0,NO,M
2022,SE,FT,Machine Learning Engineer,USD,ES,0,ES,S
2023,SE,FT,Data Engineer,USD,IN,0,IN,M
2023,SE,FT,Director of Data Science,USD,IN,0,IN,M
2023,MI,FT,Big Data Engineer,USD,AU,100,AU,M
2022,SE,FT,AI Engineer,USD,GB,0,GB,M
2022,SE,FT,ML Engineer,USD,IN,0,GB,M
2023,SE,FT,Data Engineer,USD,NL,50,NL,M
2023,SE,FT,ML Ops Engineer,USD,CA,100,CA,M
2021,SE,FT,Data Analyst,USD,ES,0,ES,S
2022,MI,FT,Business Intelligence Engineer,USD,US,0,US,M
2022,MI,FT,Analytics Engineer,USD,KR,100,KR,M
2021,MI,FT,Data Analyst,USD,ES,0,AE,M
2022,MI,FT,Research Scientist,USD,KR,0,KR,M
2023,MI,FT,NLP Engineer,USD,CA,50,MY,S
2021,SE,FT,Data Scientist,USD,PL,0,PL,S
2023,EN,FT,Head of Data,USD,AR,100,AR,M
2022,MI,FT,Data Architect,USD,CA,0,CA,S
2022,SE,FT,Quantitative Analyst,USD,AU,0,AU,M
2022,SE,FT,ML Engineer,USD,NL,0,NL,M
2022,EX,FT,Lead Data Scientist,USD,IN,0,IN,S
2022,MI,FT,Data Product Manager,USD,NO,100,US,M
2023,SE,FT,Research Scientist,USD,SG,50,SG,M
2023,SE,FT,Machine Learning Engineer,USD,GB,0,GB,M
2023,SE,FT,Data Architect,USD,FR,100,FR,M
2022,SE,FT,Deep Learning Engineer,USD,BR,0,BR,M
2023,EX,FT,Data Engineer,USD,US,100,US,L
2022,SE,FT,Data Analyst,USD,ES,100,ES,L
2023,MI,FT,AI Engineer,USD,CA,0,CA,L
2022,MI,FT,Data Scientist,USD,IN,100,IN,M
2022,SE,FT,Machine Learning Engineer,USD,SG,0,CA,L
2023,SE,FT,ML Engineer,USD,IN,0,IN,M
2022,SE,FT,Data Scientist,USD,NO,0,JP,L
2022,EN,FT,Data Analyst,USD,KR,100,KR,M
2021,EX,FT,Data Analyst,USD,CA,100,CA,M
2022,SE,FT,AI Researcher,USD,NL,50,NL,M
2021,MI,FT,Data Architect,USD,AR,100,AR,M
2021,SE,FT,Data Consultant,USD,US,50,US,L
2023,SE,FT,Data Architect,USD,TR,0,US,M
2022,EN,FT,Data Analyst,USD,ES,0,GB,L
2023,SE,FT,Data Specialist,USD,KR,100,KR,M
2023,SE,FT,Machine Learning Engineer,USD,FR,0,JP,L
2022,MI,FT,Data Analyst,USD,IN,0,IN,M
2022,MI,FT,Data Engineer,USD,AU,0,IN,M
2021,SE,FT,Data Scientist,USD,IN,0,IN,S
2023,EX,FT,Data Scientist,USD,JP,0,JP,L
2022,MI,FT,Machine Learning Engineer,USD,KR,0,US,L
2023,EN,FT,Applied Scientist,USD,CH,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,AE,100,AE,M
2023,MI,FT,ML Ops Engineer,USD,NO,100,ES,M
2023,MI,FT,Data Architect,USD,IN,100,IN,M
2022,EX,FT,Lead Data Scientist,USD,NL,100,NZ,S
2022,SE,FT,Data Engineer,USD,DE,100,DE,M
2023,MI,FT,Business Intelligence Engineer,USD,MY,0,MY,L
2022,SE,FT,ML Ops Engineer,USD,KR,100,KR,M
2022,SE,FT,Research Scientist,USD,PT,100,PT,L
2023,SE,FT,Big Data Engineer,USD,US,100,US,M
2023,SE,FT,Data Specialist,USD,MY,100,GB,L
2023,MI,FT,Machine Learning Engineer,USD,MX,0,CA,M
2021,SE,FT,ML Engineer,USD,JP,100,JP,L
2023,SE,FT,Data Scientist,USD,FR,100,FR,S
2023,SE,FT,NLP Engineer,USD,US,0,US,M
2022,MI,FT,Data Engineer,USD,PT,0,PT,M
2023,SE,FT,Business Intelligence Engineer,USD,IN,100,IN,M
2023,EN,FT,Analytics Engineer,USD,IN,0,IN,S
2021,SE,FT,Machine Learning Engineer,USD,NZ,100,NZ,M
2023,EN,FT,Director of Data Science,USD,CA,0,CA,L
2022,EN,FT,Research Scientist,USD,US,0,US,M
2023,MI,FT,Data Scientist,USD,US,0,US,S
2022,SE,FT,Data Analyst,USD,NO,0,NO,L
2023,MI,FT,Data Scientist,USD,US,50,US,L
2023,MI,FT,Data Scientist,USD,NL,100,NL,M
2023,MI,FT,BI Analyst,USD,FR,100,FR,M
2023,SE,FT,Machine Learning Engineer,USD,CA,0,CA,L
2021,EN,FT,Data Specialist,USD,PT,0,NL,M
2022,SE,FT,NLP Engineer,USD,GB,0,GB,M
2023,SE,FT,Analytics Engineer,USD,NL,50,IN,L
2022,SE,FT,Data Engineer,USD,CL,0,CL,M
2023,EX,FT,Machine Learning Engineer,USD,US,50,US,M
2022,EN,FT,Analytics Engineer,USD,CA,0,TR,M
2023,SE,FT,Data Analyst,USD,BR,0,BR,M
2023,SE,FT,Data Scientist,USD,AE,100,AE,L
2023,SE,FT,Machine Learning Engineer,USD,IT,0,IT,S
2022,SE,FT,Data Scientist,USD,AU,0,AU,L
2023,MI,FT,Decision Scientist,USD,KR,50,KR,S
2023,MI,FT,Data Engineer,USD,NZ,0,NZ,M
2022,EN,FT,Business Intelligence Engineer,USD,CA,100,CA,S
2023,MI,FT,Lead Data Scientist,USD,MX,0,MX,M
2022,MI,FT,NLP Engineer,USD,NO,0,ES,L
2023,SE,FT,Data Scientist,USD,CZ,100,CZ,S
2022,SE,FT,ML Engineer,USD,SE,100,DE,S
2021,SE,PT,Business Intelligence Engineer,USD,US,0,US,L
2023,SE,FT,Machine Learning Engineer,USD,GB,0,KR,M
2023,SE,FT,NLP Engineer,USD,AU,100,AU,L
2021,SE,FT,Principal Data Scientist,USD,JP,100,JP,M
2022,SE,FT,ML Engineer,USD,US,100,US,M
2023,EN,FT,Data Engineer,USD,IN,0,IN,M
2021,SE,FT,Business Intelligence Engineer,USD,US,50,US,M
2022,SE,FT,Data Scientist,USD,CA,100,CA,M
2022,SE,FT,Data Scientist,USD,GR,100,GR,M
2022,EN,FT,NLP Engineer,USD,PT,50,PT,L
2021,MI,FT,BI Analyst,USD,MY,100,MY,M
2023,MI,FT,Data Scientist,USD,CA,100,CA,L
2021,MI,FT,Deep Learning Engineer,USD,US,0,US,M
2022,SE,FT,Data Scientist,USD,IN,100,IN,L
2023,SE,FT,Data Scientist,USD,US,50,US,M
2023,EN,FT,Research Scientist,USD,CH,0,CH,M
2023,SE,FT,Analytics Engineer,USD,CA,0,CA,L
2023,SE,FT,Data Engineer,USD,JP,100,JP,M
2022,MI,FT,Data Analyst,USD,GB,100,GB,L
2022,EN,FT,Principal Data Scientist,USD,NL,50,GB,L
2022,MI,CT,Head of Data,USD,CZ,50,CZ,M
2022,SE,FT,Analytics Engineer,USD,KR,0,KR,M
2023,EN,FT,Data Analyst,USD,CH,0,CH,M
2022,EN,FT,Research Scientist,USD,DK,100,DK,M
2023,MI,FT,Principal Data Scientist,USD,SG,0,NL,L
2023,EN,FT,Machine Learning Engineer,USD,MX,0,MX,M
2023,SE,FT,Data Analyst,USD,CZ,0,CZ,M
2022,SE,FT,Data Engineer,USD,US,0,US,M
2023,SE,FT,Data Engineer,USD,NL,0,NL,M
2023,SE,FT,Data Product Manager,USD,BR,100,BR,M
2021,MI,FT,Data Engineer,USD,US,100,US,M
2023,MI,FT,Data Analyst,USD,ES,0,ES,S
2023,MI,PT,BI Analyst,USD,AR,100,IN,L
2023,EX,FT,Data Engineer,USD,CA,100,CA,M
2023,EX,FT,Principal Data Scientist,USD,US,0,US,L
2023,SE,FT,Data Scientist,USD,FR,100,FR,S
2022,EX,FT,Data Engineer,USD,IN,0,IN,L
2022,MI,FT,ML Ops Engineer,USD,HU,50,HU,M
2022,SE,FT,Research Scientist,USD,ES,100,ES,L
2023,MI,FT,AI Engineer,USD,IN,100,IN,M
2022,MI,FT,Analytics Engineer,USD,MY,0,MY,M
2023,SE,FT,Data Analyst,USD,KR,100,PT,L
2023,SE,FT,Data Scientist,USD,IN,100,IN,M
2023,MI,FT,Research Scientist,USD,PL,0,PL,L
2022,SE,FT,Data Analyst,USD,IN,0,GB,M
2023,SE,FT,Data Science Manager,USD,JP,50,JP,M
2022,MI,FT,Data Product Manager,USD,AR,0,US,L
2021,MI,FT,Analytics Engineer,USD,US,100,US,M
2023,SE,FT,Data Analyst,USD,TR,100,TR,M
2022,SE,FT,Data Consultant,USD,AR,100,AR,L
2023,MI,FT,Business Intelligence Engineer,USD,GB,0,US,M
2023,SE,FT,Lead Data Scientist,USD,TR,50,TR,S
2022,EX,FT,Data Scientist,USD,ES,0,ES,L
2022,SE,FT,Data Engineer,USD,FR,100,FR,M
2022,EN,FT,Data Engineer,USD,FR,100,FR,M
2023,SE,FT,Data Analyst,USD,CH,0,CH,M
2022,SE,FT,Research Scientist,USD,AR,0,AR,M
2022,SE,FT,BI Analyst,USD,PT,100,PT,M
2022,SE,FT,Machine Learning Engineer,USD,IT,100,IT,M
2022,EX,FT,AI Engineer,USD,US,0,US,M
2022,MI,FT,Data Analyst,USD,FR,0,FR,M
2023,SE,FT,Data Engineer,USD,GR,100,IN,M
2022,EN,FT,ML Engineer,USD,IN,100,US,M
2022,MI,FT,Data Engineer,USD,NL,100,NL,L
2023,MI,FT,Data Engineer,USD,IT,100,IT,M
2021,MI,FT,Quantitative Analyst,USD,FR,0,FR,S
2022,SE,FT,Data Analyst,USD,PL,100,PL,S
2022,SE,FT,Analytics Engineer,USD,NZ,100,IT,M
2023,SE,FT,Computer Vision Engineer,USD,MX,100,MX,M
2022,MI,FL,Research Scientist,USD,IN,0,IN,M
2023,EN,FT,Data Specialist,USD,US,0,US,L
2022,SE,FT,Data Analyst,USD,IN,100,IN,M
2023,MI,FT,Data Scientist,USD,IN,0,TR,M
2023,MI,FT,Head of Data,USD,AU,100,US,M
2022,SE,FT,Data Scientist,USD,NL,0,NL,L
2023,EN,FT,Data Scientist,USD,ES,100,ES,M
2023,MI,FT,Decision Scientist,USD,ES,0,ES,M
2023,SE,FT,Statistician,USD,NL,50,NL,M
2023,SE,FT,Lead Data Scientist,USD,ES,0,ES,M
2022,SE,FT,Data Scientist,USD,SG,100,SG,M
2021,SE,FT,ML Engineer,USD,IT,0,IT,M
2021,MI,FT,Statistician,USD,MY,100,MY,L
2022,SE,FT,Data Consultant,USD,IN,100,IN,M
2022,SE,FT,Research Scientist,USD,IN,0,IN,M
2023,SE,FT,Business Intelligence Engineer,USD,IE,50,US,M
2022,MI,FT,Analytics Engineer,USD,US,100,US,M
2023,EN,FT,Data Analyst,USD,US,50,US,M
2021,EN,FT,Applied Scientist,USD,NZ,50,NZ,M
2022,EX,FT,Analytics Engineer,USD,IN,0,IN,L
2023,SE,FT,Quantitative Analyst,USD,CA,0,CA,M
2021,SE,FT,Data Architect,USD,NL,100,NL,M
2022,MI,FT,Machine Learning Engineer,USD,TR,0,TR,M
2023,SE,FT,Statistician,USD,IN,0,AU,M
2023,MI,FT,Data Architect,USD,US,0,US,M
2023,SE,FT,Machine Learning Engineer,USD,NL,100,NL,M
2021,SE,FT,Data Architect,USD,PL,100,PL,M
2023,SE,FT,Big Data Engineer,USD,US,0,US,L
2023,EX,FT,Data Analyst,USD,GB,100,FR,M
2023,SE,FT,AI Engineer,USD,US,100,IE,M
2022,SE,FT,Data Consultant,USD,US,0,US,L
2023,MI,FT,Head of Data,USD,AR,0,AR,M
2023,MI,FT,Data Engineer,USD,US,100,US,M
2022,MI,FT,Lead Data Scientist,USD,US,0,US,L
2021,SE,FT,NLP Engineer,USD,PL,0,PL,L
2022,MI,FT,Data Scientist,USD,IN,100,IN,M
2022,SE,FT,Data Engineer,USD,IN,100,IN,S
2022,SE,FT,Data Analyst,USD,IN,100,IN,M
2022,MI,FT,Machine Learning Engineer,USD,NZ,100,PL,L
2023,EN,FT,Data Scientist,USD,AU,0,AU,L
2023,SE,PT,Data Product Manager,USD,IN,100,MX,S
2023,EX,FT,Principal Data Scientist,USD,AU,100,AU,M
2023,MI,FT,Data Engineer,USD,SG,0,SG,M
2022,SE,FT,AI Engineer,USD,JP,100,JP,S
2022,EN,FT,Data Analyst,USD,IE,0,SG,M
2023,EN,FT,Research Scientist,USD,NL,50,NL,M
2023,SE,FT,Data Consultant,USD,AR,100,AR,M
2022,SE,FT,AI Engineer,USD,DE,0,DE,L
2023,SE,FT,Applied Scientist,USD,CZ,100,CZ,M
2023,SE,FT,Data Engineer,USD,US,100,US,M
2021,SE,FT,ML Ops Engineer,USD,US,0,US,M
2023,EN,FT,ML Engineer,USD,US,0,US,M
2022,MI,FT,Business Intelligence Engineer,USD,US,50,US,L
2023,SE,FT,Machine Learning Engineer,USD,NO,100,NO,M
2023,MI,FT,Computer Vision Engineer,USD,PT,0,PT,L
2021,MI,FT,Data Scientist,USD,JP,100,JP,L
2023,EX,FT,Data Engineer,USD,IN,0,IN,M
2023,SE,FT,Decision Scientist,USD,GB,0,GB,M
2023,SE,FT,Data Product Manager,USD,AU,100,AU,M
2022,EN,FT,Data Engineer,USD,AE,0,AE,M
2023,EN,FT,Data Analyst,USD,SG,0,SG,L
2022,SE,FT,Machine Learning Engineer,USD,NO,100,IN,M
2023,MI,FT,Data Engineer,USD,NL,0,NL,L
2022,MI,FT,Data Architect,USD,CA,100,IN,M
2023,EX,FT,Director of Data Science,USD,BR,100,BR,M
2023,SE,FT,BI Analyst,USD,NL,0,NL,L
2022,EX,FT,Data Scientist,USD,MX,100,MX,L
2023,SE,FT,Data Analyst,USD,BR,100,BR,M
2023,MI,FT,Applied Scientist,USD,GB,0,GB,M
2022,SE,FT,Statistician,USD,AE,100,AE,M
2023,SE,FT,Data Science Manager,USD,IN,0,IN,M
2023,EN,FT,Applied Scientist,USD,IN,100,IN,M
2022,MI,FT,Data Analyst,USD,BR,0,BR,M
2023,EN,FT,ML Ops Engineer,USD,IN,50,IN,M
2023,MI,FT,AI Engineer,USD,GB,0,GB,M
2021,SE,FT,AI Engineer,USD,CH,0,CH,M
2023,MI,FT,Director of Data Science,USD,US,0,US,M
2023,SE,FT,Data Analyst,USD,DE,0,DE,M
2021,MI,FT,Analytics Engineer,USD,CA,0,CA,M
2022,MI,FT,Head of Data,USD,IT,100,IT,L
2021,SE,FT,AI Researcher,USD,DE,0,DE,M
2021,EX,FT,ML Engineer,USD,MX,100,MX,M
2021,EN,FT,ML Engineer,USD,MX,100,MX,M
2023,MI,FT,Data Analyst,USD,IT,0,IT,M
2023,SE,FT,Machine Learning Engineer,USD,US,0,US,L
2023,EN,FT,Analytics Engineer,USD,AU,100,US,L
2023,EX,FT,Computer Vision Engineer,USD,HU,100,AU,L
2021,SE,FT,Computer Vision Engineer,USD,IN,0,IN,M
2022,SE,FT,Data Analyst,USD,AU,0,AU,M
2023,SE,FT,Data Analyst,USD,KR,0,KR,S
2021,MI,FT,Machine Learning Engineer,USD,MY,50,MY,L
2021,SE,FT,Data Analyst,USD,NO,100,NO,S
2022,MI,FT,Machine Learning Engineer,USD,FR,50,FR,M
2022,SE,FT,Data Scientist,USD,AU,0,AU,L
2023,EX,FT,NLP Engineer,USD,NL,100,NL,M
2022,SE,FT,ML Engineer,USD,IN,100,IN,L
2022,MI,FT,Decision Scientist,USD,JP,0,JP,M
2023,MI,FT,ML Ops Engineer,USD,PL,0,PL,L
2022,SE,FT,Decision Scientist,USD,FR,0,MX,M
2023,SE,FT,Lead Data Scientist,USD,IN,0,IN,M
2021,SE,FT,Data Architect,USD,PL,50,PL,M
2023,EN,FT,Data Scientist,USD,AU,0,AU,M
2023,SE,FT,AI Researcher,USD,DK,0,DK,L
2021,MI,FT,Computer Vision Engineer,USD,IT,0,IT,M
2023,EN,FT,Big Data Engineer,USD,MX,0,MX,M
2022,SE,FT,Data Scientist,USD,GB,100,GB,M
2022,SE,FT,Data Analyst,USD,US,0,ES,M
2022,EN,FT,Principal Data Scientist,USD,MY,50,MY,L
2022,EN,FT,Data Scientist,USD,GB,100,GB,M
2023,EX,FT,Data Engineer,USD,IN,0,IN,M
2023,EX,FT,Data Scientist,USD,MX,100,MX,M
2022,SE,FT,Data Analyst,USD,ES,50,ES,M
2023,SE,FT,Data Scientist,USD,CA,0,CA,M
2023,EN,PT,Data Engineer,USD,GB,0,GB,L
2022,SE,FT,Data Consultant,USD,AE,0,AE,M
2022,EN,FT,ML Engineer,USD,BR,100,BR,M
2021,SE,FT,Analytics Engineer,USD,PL,100,PL,M
2023,MI,FT,Data Analyst,USD,CA,0,CA,L
2022,MI,FT,Data Scientist,USD,CA,0,CA,M
2023,MI,FT,Computer Vision Engineer,USD,IN,0,IN,M
2021,MI,FT,NLP Engineer,USD,KR,50,KR,L
2021,MI,FT,AI Researcher,USD,CH,100,ES,M
2023,MI,FT,Analytics Engineer,USD,JP,0,JP,L
2022,SE,FT,Data Engineer,USD,CH,50,GB,M
2023,MI,FT,Data Engineer,USD,IN,0,IN,M
2021,EN,FT,Analytics Engineer,USD,US,0,US,M
2021,SE,FT,Data Scientist,USD,US,0,NO,M
2023,SE,FT,Big Data Engineer,USD,KR,100,GR,L
2022,SE,FT,Data Engineer,USD,IN,0,IN,L
2022,EN,FT,Machine Learning Engineer,USD,US,100,US,M
2022,SE,FT,Data Engineer,USD,DK,100,DK,L
2023,MI,FT,Data Specialist,USD,HU,0,HU,L
2022,MI,FT,Analytics Engineer,USD,GB,100,GB,M
2023,MI,FT,Research Scientist,USD,PL,0,PL,M
2022,MI,FT,Quantitative Analyst,USD,DE,0,DE,M
2023,EX,FT,Data Scientist,USD,MX,100,US,M
2023,MI,PT,NLP Engineer,USD,FR,50,FR,L
2023,MI,CT,Machine Learning Engineer,USD,GR,0,GR,M
2023,SE,FT,Computer Vision Engineer,USD,US,0,US,M
2023,MI,FT,Statistician,USD,DK,0,US,M
2022,SE,FT,Data Engineer,USD,JP,0,JP,M
2023,SE,FT,Data Analyst,USD,JP,100,JP,L
2023,MI,FT,Data Engineer,USD,GR,0,GR,L
2022,SE,FT,ML Engineer,USD,DE,100,DE,L
2023,SE,PT,Data Specialist,USD,IN,0,IN,M
2023,SE,PT,ML Ops Engineer,USD,DE,0,DE,M
2023,SE,FT,Data Engineer,USD,TR,50,IN,M
2021,SE,FT,Data Scientist,USD,ES,100,ES,L
2023,MI,FT,Data Scientist,USD,CA,0,CA,S
2022,MI,FT,Applied Scientist,USD,CH,0,CH,M
2023,MI,FT,Data Governance Analyst,USD,SE,0,DE,S
2021,SE,FT,Data Engineer,USD,NL,0,NL,M
2021,SE,FT,Data Scientist,USD,MY,0,MY,M
2022,SE,CT,Data Engineer,USD,US,100,US,L
2023,EN,FT,Data Engineer,USD,DK,100,DK,L
2022,SE,FT,Decision Scientist,USD,FR,100,FR,L
2023,MI,FT,Data Architect,USD,IN,50,IN,M
2023,SE,FT,Data Specialist,USD,DE,100,DE,M
2023,MI,FT,Data Engineer,USD,GB,0,GB,S
2023,MI,FT,Data Analyst,USD,AU,50,AU,L
2023,MI,FT,Data Engineer,USD,TR,0,TR,S
2021,SE,FT,Data Analyst,USD,DK,100,DK,S
2023,SE,FT,Data Governance Analyst,USD,SG,100,SG,S
2022,MI,FT,Data Scientist,USD,US,100,US,M
2022,SE,FT,Data Science Manager,USD,BR,0,BR,M
2023,EN,FT,Data Architect,USD,IN,50,IN,M
2023,SE,FT,Data Analyst,USD,IN,0,IN,L
2022,SE,FT,Computer Vision Engineer,USD,IN,0,IN,S
2023,SE,FT,Machine Learning Engineer,USD,US,100,US,L
2023,SE,FT,Computer Vision Engineer,USD,BR,0,BR,L
2023,MI,FT,Applied Scientist,USD,KR,0,KR,L
2022,MI,FT,Data Product Manager,USD,TR,100,TR,M
2023,MI,FT,Machine Learning Engineer,USD,IN,0,IN,S
2023,MI,FT,AI Engineer,USD,NL,0,CL,M
2023,MI,FT,Data Analyst,USD,TR,100,TR,M
2023,SE,FT,Machine Learning Engineer,USD,AU,100,AU,M
2022,SE,FT,Data Specialist,USD,GB,50,GB,M
2022,MI,FT,Machine Learning Engineer,USD,PT,0,PT,M
2023,SE,FT,Data Scientist,USD,BR,100,BR,M
2023,SE,FT,Data Analyst,USD,NZ,100,AU,L
2022,EN,PT,ML Engineer,USD,BR,0,BR,L
2023,SE,FT,Data Engineer,USD,US,0,US,M
2022,EN,FT,AI Engineer,USD,IN,100,IN,M
2022,SE,FT,Data Consultant,USD,IN,0,IN,L
2023,EN,FT,BI Analyst,USD,US,0,US,M
2023,EN,FT,Data Specialist,USD,GR,100,GR,M
2022,SE,FT,Machine Learning Engineer,USD,CZ,100,CZ,M
2023,MI,FT,ML Engineer,USD,US,100,US,M
2023,MI,FT,Head of Data,USD,US,100,US,M
2023,MI,FT,Data Scientist,USD,MY,0,MY,M
2022,SE,FT,Research Scientist,USD,IN,0,IN,L
2022,SE,FT,Data Architect,USD,TR,0,TR,S
2021,SE,FT,Data Architect,USD,BR,100,BR,L
2023,SE,FT,Data Analyst,USD,FR,100,FR,M
2023,SE,FT,Business Intelligence Engineer,USD,IN,50,IN,M
2022,SE,FT,Data Engineer,USD,PL,0,PL,M
2022,MI,FT,Business Intelligence Engineer,USD,IN,100,IN,M
2023,EN,FT,Lead Data Scientist,USD,MY,0,MY,L
